chr mid sweep_loess
93160 2 13786444.6953 2013.41133398813
93161 2 13790808.3125 2015.4479241166
93162 2 13795171.9297 2017.40671833745
93163 2 13799535.5469 2019.28639443445
93164 2 13803899.1641 2021.08563019137
93165 2 13808262.7812 2022.803103392
93166 2 13812626.3984 2024.4374918201
93167 2 13816990.0156 2025.98747325944
93168 2 13821353.6328 2027.4517254938
93169 2 13825717.25 2028.82892630695
93170 2 13830080.8672 2030.11775348267
93171 2 13834444.4844 2031.31688480473
93172 2 13838808.1016 2032.4249980569
93173 2 13843171.7188 2033.44077102295
93174 2 13847535.3359 2034.36288148666
93175 2 13851898.9531 2035.1900072318
93176 2 13856262.5703 2035.92082604215
93177 2 13860626.1875 2036.55401570148
93178 2 13864989.8047 2037.08825399355
93179 2 13869353.4219 2037.52221870215
93180 2 13873717.0391 2037.85458761104
93181 2 13878080.6562 2038.08403850401
93182 2 13882444.2734 2038.20924916482
93183 2 13886807.8906 2038.22889737724
93184 2 13891171.5078 2038.14166092506
93185 2 13895535.125 2037.94621759204
93186 2 13899898.7422 2037.64167798002
93187 2 13904262.3594 2037.22893663329
93188 2 13908625.9766 2036.70934724933
93189 2 13912989.5938 2036.08426352558
93190 2 13917353.2109 2035.35503915953
93191 2 13921716.8281 2034.52302784862
93192 2 13926080.4453 2033.58958329032
93193 2 13930444.0625 2032.5560591821
93194 2 13934807.6797 2031.42380922141
93195 2 13939171.2969 2030.19418710573
93196 2 13943534.9141 2028.86854653251
93197 2 13947898.5312 2027.44824119922
93198 2 13952262.1484 2025.93462480331
93199 2 13956625.7656 2024.32905104226
93200 2 13960989.3828 2022.63287361353
93201 2 13965353 2020.84744621458
93202 2 13969716.6172 2018.97412254287
93203 2 13974080.2344 2017.01425629586
93204 2 13978443.8516 2014.96920117102
93205 2 13982807.4688 2012.84031086581
104930 3 21188819.7163 2012.96024237318
104931 3 21193118.4639 2017.14671275013
104932 3 21197417.2114 2021.29988693827
104933 3 21201715.959 2025.41843365898
104934 3 21206014.7065 2029.50102163364
104935 3 21210313.4541 2033.54631958362
104936 3 21214612.2017 2037.55299623031
104937 3 21218910.9492 2041.51972029508
104938 3 21223209.6968 2045.44516049931
104939 3 21227508.4443 2049.32798556438
104940 3 21231807.1919 2053.16686421167
104941 3 21236105.9395 2056.96046516256
104942 3 21240404.687 2060.70745713843
104943 3 21244703.4346 2064.40650886066
104944 3 21249002.1821 2068.05628905062
104945 3 21253300.9297 2071.6554664297
104946 3 21257599.6772 2075.20270971927
