chr mid sweep_loess
3736 1 27314769.4468 303.281716082963
3737 1 27322082.2461 303.973321744354
3738 1 27329395.0454 304.662428099207
3739 1 27336707.8447 305.348830499409
3740 1 27344020.644 306.032324296847
3741 1 27351333.4434 306.712704843406
3742 1 27358646.2427 307.389767490974
3743 1 27365959.042 308.063307591437
3744 1 27373271.8413 308.73312049668
3745 1 27380584.6406 309.399001558592
3746 1 27387897.4399 310.060746129058
3747 1 27395210.2393 310.718149559965
3748 1 27402523.0386 311.371007203199
3749 1 27409835.8379 312.019114410647
3750 1 27417148.6372 312.662266534195
3751 1 27424461.4365 313.30025892573
3752 1 27431774.2358 313.932886937137
3753 1 27439087.0352 314.559945920305
3754 1 27446399.8345 315.181231227119
3755 1 27453712.6338 315.796538209465
3756 1 27461025.4331 316.405662219231
3757 1 27468338.2324 317.008398608302
3758 1 27475651.0317 317.604542728566
3759 1 27482963.8311 318.193889931908
3760 1 27490276.6304 318.776235570215
3761 1 27497589.4297 319.351374995374
3762 1 27504902.229 319.91910355927
3763 1 27512215.0283 320.479216613792
3764 1 27519527.8276 321.031509510824
3765 1 27526840.627 321.575777602254
3766 1 27534153.4263 322.111816239968
3767 1 27541466.2256 322.639420775852
3768 1 27548779.0249 323.158386561794
3769 1 27556091.8242 323.668508949679
3770 1 27563404.6235 324.169583291393
3771 1 27570717.4229 324.661404938825
3772 1 27578030.2222 325.143769243859
3773 1 27585343.0215 325.616471558383
3774 1 27592655.8208 326.079307234282
3775 1 27599968.6201 326.532071623444
3776 1 27607281.4194 326.974560077755
3777 1 27614594.2188 327.406567949101
3778 1 27621907.0181 327.827890589369
3779 1 27629219.8174 328.238323350445
3780 1 27636532.6167 328.637661584216
3781 1 27643845.416 329.025700642569
3782 1 27651158.2153 329.402235877389
3783 1 27658471.0146 329.767062640563
3784 1 27665783.814 330.119976283979
3785 1 27673096.6133 330.460772159521
3786 1 27680409.4126 330.789245619077
3787 1 27687722.2119 331.105192014534
3788 1 27695035.0112 331.408406697777
3789 1 27702347.8105 331.698685020693
3790 1 27709660.6099 331.975822335169
3791 1 27716973.4092 332.239613993092
3792 1 27724286.2085 332.489855346346
3793 1 27731599.0078 332.72634174682
3794 1 27738911.8071 332.9488685464
3795 1 27746224.6064 333.157231096972
3796 1 27753537.4058 333.351224750422
3797 1 27760850.2051 333.530644858638
3798 1 27768163.0044 333.695286773505
3799 1 27775475.8037 333.84494584691
3800 1 27782788.603 333.979417430739
3801 1 27790101.4023 334.09849687688
3802 1 27797414.2017 334.201979537218
3803 1 27804727.001 334.28966076364
3804 1 27812039.8003 334.361335908032
3805 1 27819352.5996 334.416800322282
3806 1 27826665.3989 334.455849358275
3807 1 27833978.1982 334.478278367898
3808 1 27841290.9976 334.483882703037
3809 1 27848603.7969 334.47245771558
3810 1 27855916.5962 334.443798757411
3811 1 27863229.3955 334.395438392518
3812 1 27870542.1948 334.325234403638
3813 1 27877854.9941 334.233469970787
3814 1 27885167.7935 334.120428273983
3815 1 27892480.5928 333.986392493241
3816 1 27899793.3921 333.831645808578
3817 1 27907106.1914 333.656471400011
3818 1 27914418.9907 333.461152447554
3819 1 27921731.79 333.245972131226
3820 1 27929044.5894 333.011213631042
3821 1 27936357.3887 332.757160127019
3822 1 27943670.188 332.484094799173
3823 1 27950982.9873 332.19230082752
3824 1 27958295.7866 331.882061392077
3825 1 27965608.5859 331.55365967286
3826 1 27972921.3853 331.207378849886
3827 1 27980234.1846 330.84350210317
3828 1 27987546.9839 330.46231261273
3829 1 27994859.7832 330.064093558581
3830 1 28002172.5825 329.649128120741
3831 1 28009485.3818 329.217699479224
3832 1 28016798.1812 328.770090814048
3833 1 28024110.9805 328.306585305229
3834 1 28031423.7798 327.827466132784
3835 1 28038736.5791 327.333016476728
3836 1 28046049.3784 326.823519517079
3837 1 28053362.1777 326.299258433852
3838 1 28060674.9771 325.760516407064
3839 1 28067987.7764 325.207576616731
3840 1 28075300.5757 324.640722242869
3841 1 28082613.375 324.060236465496
3842 1 28089926.1743 323.466402464627
3843 1 28097238.9736 322.859503420278
3844 1 28104551.7729 322.239822512467
3845 1 28111864.5723 321.607642921209
3846 1 28119177.3716 320.96324782652
3847 1 28126490.1709 320.306920408418
3848 1 28133802.9702 319.638943846918
3849 1 28141115.7695 318.959601322037
3850 1 28148428.5688 318.269176013792
3851 1 28155741.3682 317.567951102198
3852 1 28163054.1675 316.856209767271
3853 1 28170366.9668 316.134235189029
3854 1 28177679.7661 315.402310547488
3855 1 28184992.5654 314.660719022664
3856 1 28192305.3647 313.909743794573
3857 1 28199618.1641 313.149668043232
3858 1 28206930.9634 312.380774948657
3859 1 28214243.7627 311.603347690865
3860 1 28221556.562 310.817669449871
3861 1 28228869.3613 310.024023405693
3862 1 28236182.1606 309.222692738346
3863 1 28243494.96 308.413960627847
3864 1 28250807.7593 307.598110254213
3865 1 28258120.5586 306.775424797459
3866 1 28265433.3579 305.946187437602
3867 1 28272746.1572 305.110681354658
3868 1 28280058.9565 304.269189728645
3869 1 28287371.7559 303.421995739577
15132 5 41149126.8315 305.298908585761
15133 5 41157141.498 307.82873556609
15134 5 41165156.1646 310.392827204802
15135 5 41173170.8311 312.99023161939
15136 5 41181185.4976 315.619996927344
15137 5 41189200.1641 318.281171246157
15138 5 41197214.8306 320.972802693318
15139 5 41205229.4971 323.69393938632
15140 5 41213244.1636 326.443629442655
15141 5 41221258.8301 329.220920979812
15142 5 41229273.4966 332.024862115285
15143 5 41237288.1631 334.854500966564
15144 5 41245302.8296 337.70888565114
15145 5 41253317.4961 340.587064286506
15146 5 41261332.1626 343.488084990151
15147 5 41269346.8291 346.410995879569
15148 5 41277361.4956 349.35484507225
15149 5 41285376.1621 352.318680685685
15150 5 41293390.8286 355.301550837366
15151 5 41301405.4951 358.302503644784
15152 5 41309420.1616 361.320587225431
15153 5 41317434.8281 364.354849696799
15154 5 41325449.4946 367.404339176377
15155 5 41333464.1611 370.468103781658
15156 5 41341478.8276 373.545191630134
15157 5 41349493.4941 376.634650839295
15158 5 41357508.1606 379.735529526634
15159 5 41365522.8271 382.84687580964
15160 5 41373537.4937 385.967737805806
15161 5 41381552.1602 389.097163632624
15162 5 41389566.8267 392.234201407583
15163 5 41397581.4932 395.377899248177
15164 5 41405596.1597 398.527305271896
15165 5 41413610.8262 401.681467596232
15166 5 41421625.4927 404.839434338676
15167 5 41429640.1592 408.000253616719
15168 5 41437654.8257 411.162973547853
15169 5 41445669.4922 414.326642249569
15170 5 41453684.1587 417.490307839358
15171 5 41461698.8252 420.653018434713
15172 5 41469713.4917 423.813822153124
15173 5 41477728.1582 426.971767112083
15174 5 41485742.8247 430.12590142908
15175 5 41493757.4912 433.275273221609
15176 5 41501772.1577 436.418930607159
15177 5 41509786.8242 439.555921703222
15178 5 41517801.4907 442.68529462729
15179 5 41525816.1572 445.806097496854
15180 5 41533830.8237 448.917378429406
15181 5 41541845.4902 452.018185542436
15182 5 41549860.1567 455.107566953436
15183 5 41557874.8232 458.184570779898
15184 5 41565889.4897 461.248245139313
15185 5 41573904.1562 464.297638149172
15186 5 41581918.8228 467.331797926967
15187 5 41589933.4893 470.349772590189
15188 5 41597948.1558 473.350610256329
15189 5 41605962.8223 476.33335904288
15190 5 41613977.4888 479.297067067331
15191 5 41621992.1553 482.240782447175
15192 5 41630006.8218 485.163553299903
15193 5 41638021.4883 488.064427743006
15194 5 41646036.1548 490.942453893977
15195 5 41654050.8213 493.796679870305
15196 5 41662065.4878 496.626153789483
15197 5 41670080.1543 499.429923769002
15198 5 41678094.8208 502.207037926353
15199 5 41686109.4873 504.956544379027
15200 5 41694124.1538 507.677491244517
15201 5 41702138.8203 510.368926640313
15202 5 41710153.4868 513.029898683907
15203 5 41718168.1533 515.659455492791
15204 5 41726182.8198 518.256645184454
15205 5 41734197.4863 520.82051587639
15206 5 41742212.1528 523.35011568609
15207 5 41750226.8193 525.844492731043
15208 5 41758241.4858 528.302695128743
15209 5 41766256.1523 530.723770996681
15210 5 41774270.8188 533.106768452348
15211 5 41782285.4854 535.450735613234
15212 5 41790300.1519 537.754720596832
15213 5 41798314.8184 540.017771520634
15214 5 41806329.4849 542.238936502129
15215 5 41814344.1514 544.417263658811
15216 5 41822358.8179 546.55180110817
15217 5 41830373.4844 548.641596967697
15218 5 41838388.1509 550.685699354885
15219 5 41846402.8174 552.683156387223
15220 5 41854417.4839 554.633016182205
15221 5 41862432.1504 556.53432685732
15222 5 41870446.8169 558.386136530061
15223 5 41878461.4834 560.187493317919
15224 5 41886476.1499 561.937445338385
15225 5 41894490.8164 563.635040708951
15226 5 41902505.4829 565.279327547107
15227 5 41910520.1494 566.869353970346
15228 5 41918534.8159 568.404168096159
15229 5 41926549.4824 569.882818042037
15230 5 41934564.1489 571.304351925472
15231 5 41942578.8154 572.667817863955
15232 5 41950593.4819 573.972263974976
15233 5 41958608.1484 575.216738376029
15234 5 41966622.8149 576.400289184604
15235 5 41974637.4814 577.521964518192
15236 5 41982652.1479 578.622125177653
15237 5 41990666.8145 579.741464516499
15238 5 41998681.481 580.879529481202
15239 5 42006696.1475 582.035867018233
15240 5 42014710.814 583.210024074064
15241 5 42022725.4805 584.401547595166
15242 5 42030740.147 585.60998452801
