chr mid sweep_loess
70371 11 1805693.999 755.731202560353
70372 11 1810571.3071 761.18863556278
70373 11 1815448.6152 766.679473615973
70374 11 1820325.9233 772.201995325701
70375 11 1825203.2314 777.754479297732
70376 11 1830080.5396 783.335204137833
70377 11 1834957.8477 788.942448451772
70378 11 1839835.1558 794.574490845318
70379 11 1844712.4639 800.229609924239
70380 11 1849589.772 805.906084294302
70381 11 1854467.0801 811.602192561277
70382 11 1859344.3882 817.316213330929
70383 11 1864221.6963 823.046425209029
70384 11 1869099.0044 828.791106801343
70385 11 1873976.3125 834.548536713639
70386 11 1878853.6206 840.316993551687
70387 11 1883730.9287 846.094755921253
70388 11 1888608.2368 851.880102428106
70389 11 1893485.5449 857.671311678014
70390 11 1898362.853 863.466662276744
70391 11 1903240.1611 869.264432830066
70392 11 1908117.4692 875.062901943745
70393 11 1912994.7773 880.860348223552
70394 11 1917872.0854 886.655050275254
70395 11 1922749.3936 892.445286704619
70396 11 1927626.7017 898.229336117414
70397 11 1932504.0098 904.005477119409
70398 11 1937381.3179 909.77198831637
70399 11 1942258.626 915.527148314066
70400 11 1947135.9341 921.269235718265
70401 11 1952013.2422 926.996529134735
70402 11 1956890.5503 932.707307169244
70403 11 1961767.8584 938.39984842756
70404 11 1966645.1665 944.072431515451
70405 11 1971522.4746 949.723335038685
70406 11 1976399.7827 955.35083760303
70407 11 1981277.0908 960.953217814254
70408 11 1986154.3989 966.528754278125
70409 11 1991031.707 972.075725600411
70410 11 1995909.0151 977.592410386881
70411 11 2000786.3232 983.077087243301
70412 11 2005663.6313 988.52803477544
70413 11 2010540.9395 993.943531589067
70414 11 2015418.2476 999.321856289949
70415 11 2020295.5557 1004.66128748385
70416 11 2025172.8638 1009.96010377655
70417 11 2030050.1719 1015.2165837738
70418 11 2034927.48 1020.42900608139
70419 11 2039804.7881 1025.59564930507
70420 11 2044682.0962 1030.71479205061
70421 11 2049559.4043 1035.78471292378
70422 11 2054436.7124 1040.80369053035
70423 11 2059314.0205 1045.77000347609
70424 11 2064191.3286 1050.68193036676
70425 11 2069068.6367 1055.53774980814
70426 11 2073945.9448 1060.33574040599
70427 11 2078823.2529 1065.07418076608
70428 11 2083700.561 1069.75134949417
70429 11 2088577.8691 1074.36552519604
70430 11 2093455.1772 1078.91498647746
70431 11 2098332.4854 1083.39801194418
70432 11 2103209.7935 1087.81288020199
70433 11 2108087.1016 1092.15786985664
70434 11 2112964.4097 1096.43125951391
70435 11 2117841.7178 1100.63132777956
70436 11 2122719.0259 1104.75635325936
70437 11 2127596.334 1108.80461455908
70438 11 2132473.6421 1112.77439028449
70439 11 2137350.9502 1116.66395904136
70440 11 2142228.2583 1120.47159943545
70441 11 2147105.5664 1124.19559007253
70442 11 2151982.8745 1127.83420955837
70443 11 2156860.1826 1131.38573649873
70444 11 2161737.4907 1134.8484494994
70445 11 2166614.7988 1138.22062716612
70446 11 2171492.1069 1141.50054810468
70447 11 2176369.415 1144.68649092084
70448 11 2181246.7231 1147.77673422037
70449 11 2186124.0312 1150.76955660903
70450 11 2191001.3394 1153.66323669259
70451 11 2195878.6475 1156.45605307683
70452 11 2200755.9556 1159.14628436751
70453 11 2205633.2637 1161.73220917039
70454 11 2210510.5718 1164.21210609125
70455 11 2215387.8799 1166.58425373585
70456 11 2220265.188 1168.84693070997
70457 11 2225142.4961 1170.99841561936
70458 11 2230019.8042 1173.03698706981
70459 11 2234897.1123 1174.96092366707
70460 11 2239774.4204 1176.76850401691
70461 11 2244651.7285 1178.52515551728
70462 11 2249529.0366 1180.29709597263
70463 11 2254406.3447 1182.08378959853
70464 11 2259283.6528 1183.88470061052
70465 11 2264160.9609 1185.69929322415
70466 11 2269038.269 1187.52703165499
70467 11 2273915.5771 1189.36738011857
70468 11 2278792.8853 1191.21980283045
70469 11 2283670.1934 1193.08376400619
70470 11 2288547.5015 1194.95872786133
70471 11 2293424.8096 1196.84415861143
70472 11 2298302.1177 1198.73952047205
70473 11 2303179.4258 1200.64427765872
70474 11 2308056.7339 1202.55789438701
70475 11 2312934.042 1204.47983487247
70476 11 2317811.3501 1206.40956333065
70477 11 2322688.6582 1208.3465439771
70478 11 2327565.9663 1210.29024102737
70479 11 2332443.2744 1212.24011869702
70480 11 2337320.5825 1214.1956412016
70481 11 2342197.8906 1216.15627275665
70482 11 2347075.1987 1218.12147757775
70483 11 2351952.5068 1220.09071988042
70484 11 2356829.8149 1222.06346388023
70485 11 2361707.123 1224.03917379274
70486 11 2366584.4312 1226.01731383348
70487 11 2371461.7393 1227.99734821802
70488 11 2376339.0474 1229.9787411619
70489 11 2381216.3555 1231.96095688068
70490 11 2386093.6636 1233.94345958991
70491 11 2390970.9717 1235.92571350515
70492 11 2395848.2798 1237.90718284194
70493 11 2400725.5879 1239.88733181584
70494 11 2405602.896 1241.86562464239
70495 11 2410480.2041 1243.84152553716
70496 11 2415357.5122 1245.81449871569
70497 11 2420234.8203 1247.78400839354
70498 11 2425112.1284 1249.74951878625
70499 11 2429989.4365 1251.71049410939
70500 11 2434866.7446 1253.6663985785
70501 11 2439744.0527 1255.61669640913
70502 11 2444621.3608 1257.56085181684
70503 11 2449498.6689 1259.49832901718
70504 11 2454375.9771 1261.4285922257
70505 11 2459253.2852 1263.35110565795
70506 11 2464130.5933 1265.26533352949
70507 11 2469007.9014 1267.17074005587
70508 11 2473885.2095 1269.06678945264
70509 11 2478762.5176 1270.95294593535
70510 11 2483639.8257 1272.82867371956
70511 11 2488517.1338 1274.69343702081
70512 11 2493394.4419 1276.54670005466
70513 11 2498271.75 1278.38792703666
70514 11 2503149.0581 1280.21658218237
70515 11 2508026.3662 1282.03212970733
70516 11 2512903.6743 1283.8340338271
70517 11 2517780.9824 1285.62175875723
70518 11 2522658.2905 1287.39476871327
70519 11 2527535.5986 1289.15252791078
70520 11 2532412.9067 1290.8945005653
70521 11 2537290.2148 1292.6201508924
70522 11 2542167.5229 1294.32894310761
70523 11 2547044.8311 1296.0203414265
70524 11 2551922.1392 1297.69381006461
70525 11 2556799.4473 1299.3488132375
70526 11 2561676.7554 1300.98481516072
70527 11 2566554.0635 1302.60128004983
70528 11 2571431.3716 1304.19767212037
70529 11 2576308.6797 1305.77345558789
70530 11 2581185.9878 1307.32809466795
70531 11 2586063.2959 1308.86105357611
70532 11 2590940.604 1310.37179652791
70533 11 2595817.9121 1311.8597877389
70534 11 2600695.2202 1313.32449142464
70535 11 2605572.5283 1314.76537180068
70536 11 2610449.8364 1316.18189308258
70537 11 2615327.1445 1317.57351948588
70538 11 2620204.4526 1318.93971522613
70539 11 2625081.7607 1320.27994451889
70540 11 2629959.0688 1321.59367157972
70541 11 2634836.377 1322.88036062416
70542 11 2639713.6851 1324.13947586776
70543 11 2644590.9932 1325.37048152608
70544 11 2649468.3013 1326.57284181467
70545 11 2654345.6094 1327.74602094908
70546 11 2659222.9175 1328.88948314487
70547 11 2664100.2256 1330.00269261759
70548 11 2668977.5337 1331.08511358278
70549 11 2673854.8418 1332.136210256
70550 11 2678732.1499 1333.15544685281
70551 11 2683609.458 1334.14228758875
70552 11 2688486.7661 1335.09619667938
70553 11 2693364.0742 1336.01663834025
70554 11 2698241.3823 1336.90307678691
70555 11 2703118.6904 1337.75497623492
70556 11 2707995.9985 1338.57180089982
70557 11 2712873.3066 1339.35301499717
70558 11 2717750.6147 1340.09808274252
70559 11 2722627.9229 1340.80646835143
70560 11 2727505.231 1341.47763603944
70561 11 2732382.5391 1342.1110500221
70562 11 2737259.8472 1342.70617451498
70563 11 2742137.1553 1343.26247373362
70564 11 2747014.4634 1343.77941189357
70565 11 2751891.7715 1344.25645321039
70566 11 2756769.0796 1344.69306189963
70567 11 2761646.3877 1345.08870217684
70568 11 2766523.6958 1345.44283825757
70569 11 2771401.0039 1345.75493435738
70570 11 2776278.312 1346.02445469181
70571 11 2781155.6201 1346.25086347643
70572 11 2786032.9282 1346.43362492677
70573 11 2790910.2363 1346.5722032584
70574 11 2795787.5444 1346.66606268687
70575 11 2800664.8525 1346.71466742772
70576 11 2805542.1606 1346.71748169652
70577 11 2810419.4688 1346.67396970881
70578 11 2815296.7769 1346.58359568014
70579 11 2820174.085 1346.44582382607
70580 11 2825051.3931 1346.26011836215
70581 11 2829928.7012 1346.02594350393
70582 11 2834806.0093 1345.74276346697
70583 11 2839683.3174 1345.41004246681
70584 11 2844560.6255 1345.02724471901
70585 11 2849437.9336 1344.59383443913
70586 11 2854315.2417 1344.1092758427
70587 11 2859192.5498 1343.57303314529
70588 11 2864069.8579 1342.96132131233
70589 11 2868947.166 1342.25159578634
70590 11 2873824.4741 1341.44518149851
70591 11 2878701.7822 1340.54340338001
70592 11 2883579.0903 1339.54758636204
70593 11 2888456.3984 1338.45905537577
70594 11 2893333.7065 1337.27913535239
70595 11 2898211.0146 1336.00915122309
70596 11 2903088.3228 1334.65042791903
70597 11 2907965.6309 1333.20429037141
70598 11 2912842.939 1331.67206351142
70599 11 2917720.2471 1330.05507227022
70600 11 2922597.5552 1328.35464157902
70601 11 2927474.8633 1326.57209636898
70602 11 2932352.1714 1324.70876157129
70603 11 2937229.4795 1322.76596211714
70604 11 2942106.7876 1320.74502293771
70605 11 2946984.0957 1318.64726896418
70606 11 2951861.4038 1316.47402512773
70607 11 2956738.7119 1314.22661635956
