chr mid sweep_loess
3621 1 26485098.752 6.94450315531056
3622 1 26492409.7798 6.99482637270973
3623 1 26499720.8076 7.04501512084969
3624 1 26507031.8354 7.09505290992611
3625 1 26514342.8633 7.14492325013467
3626 1 26521653.8911 7.19460965167108
3627 1 26528964.9189 7.24409562473099
3628 1 26536275.9468 7.2933646795101
3629 1 26543586.9746 7.3424003262041
3630 1 26550898.0024 7.39118607500866
3631 1 26558209.0303 7.43970543611946
3632 1 26565520.0581 7.48794191973219
3633 1 26572831.0859 7.53587903604254
3634 1 26580142.1138 7.58350029524618
3635 1 26587453.1416 7.6307892075388
3636 1 26594764.1694 7.67772928311607
3637 1 26602075.1973 7.72430403217369
3638 1 26609386.2251 7.77049696490733
3639 1 26616697.2529 7.81629159151269
3640 1 26624008.2808 7.86167142218543
3641 1 26631319.3086 7.90661996712125
3642 1 26638630.3364 7.95112073651582
3643 1 26645941.3643 7.99515724056484
3644 1 26653252.3921 8.03871298946397
3645 1 26660563.4199 8.08177149340891
3646 1 26667874.4478 8.12431626259534
3647 1 26675185.4756 8.16633080721894
3648 1 26682496.5034 8.20779863747539
3649 1 26689807.5312 8.24870326356038
3650 1 26697118.5591 8.28902819566959
3651 1 26704429.5869 8.3287569439987
3652 1 26711740.6147 8.36787301874339
3653 1 26719051.6426 8.40635993009935
3654 1 26726362.6704 8.44420118826226
3655 1 26733673.6982 8.4813803034278
3656 1 26740984.7261 8.51788078579166
3657 1 26748295.7539 8.55368614554952
3658 1 26755606.7817 8.58877989289705
3659 1 26762917.8096 8.62314553802996
3660 1 26770228.8374 8.6567665911439
3661 1 26777539.8652 8.68962656243458
3662 1 26784850.8931 8.72170896209767
3663 1 26792161.9209 8.75299730032885
3664 1 26799472.9487 8.78347508732381
3665 1 26806783.9766 8.81312583327823
3666 1 26814095.0044 8.8419330483878
3667 1 26821406.0322 8.86988024284819
3668 1 26828717.0601 8.89695092685509
3669 1 26836028.0879 8.92312861060418
3670 1 26843339.1157 8.94839680429114
3671 1 26850650.1436 8.97273901811166
3672 1 26857961.1714 8.99613876226143
3673 1 26865272.1992 9.01857954693611
3674 1 26872583.2271 9.0400448823314
3675 1 26879894.2549 9.06051827864298
3676 1 26887205.2827 9.07998324606652
3677 1 26894516.3105 9.09842329479773
3678 1 26901827.3384 9.11582193503227
3679 1 26909138.3662 9.13216267696582
3680 1 26916449.394 9.14742903079408
3681 1 26923760.4219 9.16160450671273
3682 1 26931071.4497 9.17467261491744
3683 1 26938382.4775 9.1866168656039
3684 1 26945693.5054 9.19799107137091
3685 1 26953004.5332 9.20935868430147
3686 1 26960315.561 9.22071767381757
3687 1 26967626.5889 9.2320660093412
3688 1 26974937.6167 9.24340166029437
3689 1 26982248.6445 9.25472259609905
3690 1 26989559.6724 9.26602678617725
3691 1 26996870.7002 9.27731219995095
3692 1 27004181.728 9.28857680684215
3693 1 27011492.7559 9.29981857627285
3694 1 27018803.7837 9.31103547766502
3695 1 27026114.8115 9.32222548044068
3696 1 27033425.8394 9.3333865540218
3697 1 27040736.8672 9.34451666783039
3698 1 27048047.895 9.35561379128843
3699 1 27055358.9229 9.36667589381792
3700 1 27062669.9507 9.37770094484084
3701 1 27069980.9785 9.38868691377921
3702 1 27077292.0063 9.39963177005499
3703 1 27084603.0342 9.4105334830902
3704 1 27091914.062 9.42139002230681
3705 1 27099225.0898 9.43219935712683
3706 1 27106536.1177 9.44295945697225
3707 1 27113847.1455 9.45366829126505
3708 1 27121158.1733 9.46432382942724
3709 1 27128469.2012 9.4749240408808
3710 1 27135780.229 9.48546689504773
3711 1 27143091.2568 9.49595036135002
3712 1 27150402.2847 9.50637240920966
3713 1 27157713.3125 9.51673100804865
3714 1 27165024.3403 9.52702412728897
3715 1 27172335.3682 9.53724973635262
3716 1 27179646.396 9.5474058046616
3717 1 27186957.4238 9.55749030163789
3718 1 27194268.4517 9.5675011967035
3719 1 27201579.4795 9.5774364592804
3720 1 27208890.5073 9.5872940587906
3721 1 27216201.5352 9.59707196465608
3722 1 27223512.563 9.60676814629885
3723 1 27230823.5908 9.61638057314088
3724 1 27238134.6187 9.62590721460418
3725 1 27245445.6465 9.63534604011074
3726 1 27252756.6743 9.64469501908255
3727 1 27260067.7021 9.6539521209416
3728 1 27267378.73 9.66311531510989
3729 1 27274689.7578 9.6721825710094
3730 1 27282000.7856 9.68115185806214
3731 1 27289311.8135 9.69002114569009
3732 1 27296622.8413 9.69878840331525
3733 1 27303933.8691 9.7074516003596
3734 1 27311244.897 9.71600870624515
3735 1 27318555.9248 9.72445769039389
3736 1 27325866.9526 9.73279652222779
3737 1 27333177.9805 9.74102317116887
3738 1 27340489.0083 9.74913560663911
3739 1 27347800.0361 9.75713179806051
3740 1 27355111.064 9.76500971485505
3741 1 27362422.0918 9.77276732644474
3742 1 27369733.1196 9.78040260225156
3743 1 27377044.1475 9.7879135116975
3744 1 27384355.1753 9.79529802420456
3745 1 27391666.2031 9.80255410919474
3746 1 27398977.231 9.80967973609002
3747 1 27406288.2588 9.81667287431239
3748 1 27413599.2866 9.82353149328386
3749 1 27420910.3145 9.83025356242641
3750 1 27428221.3423 9.83683705116203
3751 1 27435532.3701 9.84327992891272
3752 1 27442843.3979 9.84958016510047
3753 1 27450154.4258 9.85573572914727
3754 1 27457465.4536 9.86174459047512
3755 1 27464776.4814 9.86760471850601
3756 1 27472087.5093 9.87331408266193
3757 1 27479398.5371 9.87887065236487
3758 1 27486709.5649 9.88427239703682
3759 1 27494020.5928 9.88951728609979
3760 1 27501331.6206 9.89460328897576
3761 1 27508642.6484 9.89952837508672
3762 1 27515953.6763 9.90429051385467
3763 1 27523264.7041 9.9088876747016
3764 1 27530575.7319 9.91331782704951
3765 1 27537886.7598 9.91757894032037
3766 1 27545197.7876 9.9216689839362
3767 1 27552508.8154 9.92558592731898
3768 1 27559819.8433 9.9293277398907
3769 1 27567130.8711 9.93289239107335
